# x	y	u	v	mask
 83.6174	 71.2121	 -0.2759	  0.0771	  0.0000
 84.5644	 71.2121	 -0.2908	  0.0548	  0.0000
 85.5114	 71.2121	 -0.2877	  0.0649	  1.0000
 86.4583	 71.2121	 -0.2813	  0.0669	  1.0000
 87.4053	 71.2121	 -0.3790	  0.0690	  0.0000
 88.3523	 71.2121	 -0.2796	  0.0628	  0.0000
 89.2992	 71.2121	 -0.1838	  0.0729	  1.0000
 90.2462	 71.2121	 -0.1395	  0.0751	  1.0000
 91.1932	 71.2121	 -0.0166	  0.0784	  0.0000
 92.1402	 71.2121	 -0.0511	  0.0798	  1.0000
 93.0871	 71.2121	 -0.0236	  0.0815	  1.0000
 94.0341	 71.2121	  0.0065	  0.0889	  0.0000
 94.9811	 71.2121	  0.0067	  0.0881	  0.0000
 95.9280	 71.2121	  0.0062	  0.0871	  0.0000
 96.8750	 71.2121	  0.0053	  0.0839	  1.0000
 97.8220	 71.2121	  0.0057	  0.0826	  0.0000
 98.7689	 71.2121	  0.0077	  0.0870	  0.0000
  1.2311	 70.2652	  0.0002	  0.0790	  0.0000
  2.1780	 70.2652	 -0.0002	  0.0744	  0.0000
  3.1250	 70.2652	  0.0003	  0.0781	  1.0000
  4.0720	 70.2652	 -0.0004	  0.0755	  0.0000
  5.0189	 70.2652	  0.0005	  0.0775	  1.0000
  5.9659	 70.2652	  0.0006	  0.0861	  0.0000
  6.9129	 70.2652	  0.0003	  0.0822	  0.0000
  7.8598	 70.2652	  0.0008	  0.0781	  1.0000
  8.8068	 70.2652	  0.0010	  0.0775	  1.0000
  9.7538	 70.2652	  0.0011	  0.0776	  1.0000
 10.7008	 70.2652	 -0.0024	  0.0705	  0.0000
 11.6477	 70.2652	 -0.0002	  0.0762	  0.0000
 12.5947	 70.2652	  0.0018	  0.0783	  1.0000
 13.5417	 70.2652	  0.0006	  0.0723	  0.0000
 14.4886	 70.2652	  0.0022	  0.0753	  0.0000
 15.4356	 70.2652	  0.0067	  0.0782	  1.0000
 16.3826	 70.2652	  0.0041	  0.0811	  0.0000
 17.3295	 70.2652	  0.0096	  0.0798	  0.0000
 18.2765	 70.2652	  0.0341	  0.0767	  0.0000
 19.2235	 70.2652	  0.0304	  0.0753	  0.0000
 20.1705	 70.2652	  0.2321	  0.0397	  1.0000
 21.1174	 70.2652	  0.2904	  0.0295	  1.0000
 22.0644	 70.2652	  0.4902	 -0.0081	  0.0000
 23.0114	 70.2652	  0.4697	 -0.0076	  0.0000
 23.9583	 70.2652	  0.4045	  0.0159	  0.0000
 24.9053	 70.2652	  0.3522	  0.0119	  0.0000
 25.8523	 70.2652	  0.3107	  0.0261	  0.0000
 26.7992	 70.2652	  0.2913	  0.0191	  0.0000
 27.7462	 70.2652	  0.2655	  0.0077	  0.0000
 28.6932	 70.2652	  0.2137	  0.0267	  0.0000
 29.6402	 70.2652	  0.1844	  0.0201	  0.0000
 30.5871	 70.2652	  0.1777	  0.0235	  0.0000
 31.5341	 70.2652	  0.1836	  0.0364	  0.0000
 32.4811	 70.2652	  0.1386	  0.0658	  0.0000
 33.4280	 70.2652	  0.1503	  0.0586	  0.0000
 34.3750	 70.2652	  0.1515	  0.0410	  0.0000
 35.3220	 70.2652	  0.1223	  0.0379	  0.0000
 36.2689	 70.2652	  0.1043	  0.0633	  0.0000
 37.2159	 70.2652	  0.0979	  0.0762	  0.0000
 38.1629	 70.2652	  0.1014	  0.0671	  0.0000
 39.1098	 70.2652	  0.0822	  0.0603	  0.0000
 40.0568	 70.2652	  0.0883	  0.0544	  0.0000
 41.0038	 70.2652	  0.0849	  0.0631	  0.0000
 41.9508	 70.2652	  0.0827	  0.0607	  0.0000
 42.8977	 70.2652	  0.0873	  0.0580	  0.0000
 43.8447	 70.2652	  0.0673	  0.0489	  0.0000
 44.7917	 70.2652	  0.0640	  0.0556	  0.0000
 45.7386	 70.2652	  0.0593	  0.0678	  0.0000
 46.6856	 70.2652	  0.0434	  0.0706	  0.0000
 47.6326	 70.2652	  0.0196	  0.0624	  0.0000
 48.5795	 70.2652	  0.0200	  0.0636	  0.0000
 49.5265	 70.2652	  0.0130	  0.0700	  0.0000
 50.4735	 70.2652	  0.0094	  0.0722	  0.0000
 51.4205	 70.2652	  0.0032	  0.0673	  0.0000
 52.3674	 70.2652	  0.0035	  0.0618	  0.0000
 53.3144	 70.2652	  0.0061	  0.0692	  0.0000
 54.2614	 70.2652	  0.0120	  0.0672	  0.0000
 55.2083	 70.2652	  0.0013	  0.0674	  0.0000
 56.1553	 70.2652	 -0.0019	  0.0714	  0.0000
 57.1023	 70.2652	 -0.0029	  0.0676	  0.0000
 58.0492	 70.2652	 -0.0079	  0.0633	  0.0000
 58.9962	 70.2652	 -0.0138	  0.0766	  0.0000
 59.9432	 70.2652	 -0.0174	  0.0780	  0.0000
 60.8902	 70.2652	 -0.0133	  0.0817	  0.0000
 61.8371	 70.2652	 -0.0345	  0.0814	  0.0000
 62.7841	 70.2652	 -0.0369	  0.0713	  0.0000
 63.7311	 70.2652	 -0.0563	  0.0651	  1.0000
 64.6780	 70.2652	 -0.0773	  0.0694	  0.0000
 65.6250	 70.2652	 -0.0734	  0.0636	  1.0000
 66.5720	 70.2652	 -0.0843	  0.0668	  0.0000
 67.5189	 70.2652	 -0.0945	  0.0689	  0.0000
 68.4659	 70.2652	 -0.0879	  0.0659	  0.0000
 69.4129	 70.2652	 -0.0913	  0.0632	  1.0000
 70.3598	 70.2652	 -0.0941	  0.0644	  1.0000
 71.3068	 70.2652	 -0.0974	  0.0653	  1.0000
 72.2538	 70.2652	 -0.1036	  0.0752	  0.0000
 73.2008	 70.2652	 -0.1051	  0.0738	  0.0000
 74.1477	 70.2652	 -0.1084	  0.0684	  0.0000
 75.0947	 70.2652	 -0.1282	  0.0653	  0.0000
 76.0417	 70.2652	 -0.1419	  0.0645	  1.0000
 76.9886	 70.2652	 -0.1654	  0.0617	  0.0000
 77.9356	 70.2652	 -0.1753	  0.0671	  0.0000
 78.8826	 70.2652	 -0.1755	  0.0665	  0.0000
 79.8295	 70.2652	 -0.1743	  0.0468	  0.0000
 80.7765	 70.2652	 -0.1854	  0.0560	  0.0000
 81.7235	 70.2652	 -0.1930	  0.0772	  0.0000
 82.6705	 70.2652	 -0.2167	  0.0646	  0.0000
 83.6174	 70.2652	 -0.2549	  0.0776	  0.0000
 84.5644	 70.2652	 -0.2939	  0.0748	  0.0000
 85.5114	 70.2652	 -0.2896	  0.0719	  1.0000
 86.4583	 70.2652	 -0.2829	  0.0736	  1.0000
 87.4053	 70.2652	 -0.3785	  0.0798	  0.0000
 88.3523	 70.2652	 -0.2301	  0.0750	  1.0000
 89.2992	 70.2652	 -0.1879	  0.0762	  1.0000
 90.2462	 70.2652	 -0.1421	  0.0768	  1.0000
 91.1932	 70.2652	 -0.0123	  0.0824	  0.0000
 92.1402	 70.2652	 -0.0074	  0.0886	  0.0000
 93.0871	 70.2652	  0.0012	  0.0878	  0.0000
 94.0341	 70.2652	  0.0039	  0.0863	  0.0000
 94.9811	 70.2652	  0.0035	  0.0842	  0.0000
 95.9280	 70.2652	  0.0062	  0.0846	  0.0000
 96.8750	 70.2652	  0.0047	  0.0876	  0.0000
 97.8220	 70.2652	  0.0061	  0.0897	  0.0000
 98.7689	 70.2652	  0.0061	  0.0871	  0.0000
  1.2311	 69.3182	  0.0000	  0.0780	  1.0000
  2.1780	 69.3182	 -0.0003	  0.0722	  0.0000
  3.1250	 69.3182	  0.0001	  0.0785	  1.0000
  4.0720	 69.3182	  0.0002	  0.0788	  1.0000
  5.0189	 69.3182	  0.0002	  0.0786	  0.0000
  5.9659	 69.3182	  0.0006	  0.0790	  1.0000
  6.9129	 69.3182	  0.0009	  0.0722	  0.0000
  7.8598	 69.3182	 -0.0027	  0.0621	  0.0000
  8.8068	 69.3182	  0.0001	  0.0790	  0.0000
  9.7538	 69.3182	 -0.0004	  0.0876	  0.0000
 10.7008	 69.3182	  0.0012	  0.0807	  0.0000
 11.6477	 69.3182	  0.0025	  0.0720	  0.0000
 12.5947	 69.3182	  0.0011	  0.0746	  0.0000
 13.5417	 69.3182	  0.0001	  0.0728	  0.0000
 14.4886	 69.3182	  0.0019	  0.0744	  0.0000
 15.4356	 69.3182	  0.0020	  0.0822	  0.0000
 16.3826	 69.3182	  0.0183	  0.0768	  1.0000
 17.3295	 69.3182	  0.0088	  0.0859	  0.0000
 18.2765	 69.3182	  0.0301	  0.0850	  0.0000
 19.2235	 69.3182	  0.0591	  0.0620	  0.0000
 20.1705	 69.3182	  0.2414	  0.0434	  1.0000
 21.1174	 69.3182	  0.2977	  0.0347	  1.0000
 22.0644	 69.3182	  0.4915	  0.0081	  0.0000
 23.0114	 69.3182	  0.4915	  0.0075	  0.0000
 23.9583	 69.3182	  0.3877	  0.0181	  1.0000
 24.9053	 69.3182	  0.3293	  0.0160	  0.0000
 25.8523	 69.3182	  0.3084	  0.0288	  0.0000
 26.7992	 69.3182	  0.2898	  0.0306	  0.0000
 27.7462	 69.3182	  0.2632	  0.0380	  0.0000
 28.6932	 69.3182	  0.2030	  0.0526	  0.0000
 29.6402	 69.3182	  0.1802	  0.0436	  0.0000
 30.5871	 69.3182	  0.1947	  0.0466	  1.0000
 31.5341	 69.3182	  0.1713	  0.0559	  0.0000
 32.4811	 69.3182	  0.1594	  0.0514	  1.0000
 33.4280	 69.3182	  0.1302	  0.0727	  0.0000
 34.3750	 69.3182	  0.1386	  0.0547	  0.0000
 35.3220	 69.3182	  0.1109	  0.0469	  0.0000
 36.2689	 69.3182	  0.0851	  0.0572	  0.0000
 37.2159	 69.3182	  0.0952	  0.0580	  0.0000
 38.1629	 69.3182	  0.0994	  0.0530	  0.0000
 39.1098	 69.3182	  0.0883	  0.0558	  0.0000
 40.0568	 69.3182	  0.0877	  0.0594	  1.0000
 41.0038	 69.3182	  0.0767	  0.0597	  0.0000
 41.9508	 69.3182	  0.0825	  0.0434	  0.0000
 42.8977	 69.3182	  0.0850	  0.0506	  0.0000
 43.8447	 69.3182	  0.0723	  0.0533	  0.0000
 44.7917	 69.3182	  0.0608	  0.0573	  0.0000
 45.7386	 69.3182	  0.0482	  0.0628	  0.0000
 46.6856	 69.3182	  0.0336	  0.0789	  0.0000
 47.6326	 69.3182	  0.0168	  0.0782	  0.0000
 48.5795	 69.3182	  0.0195	  0.0697	  0.0000
 49.5265	 69.3182	  0.0154	  0.0699	  1.0000
 50.4735	 69.3182	  0.0107	  0.0707	  1.0000
 51.4205	 69.3182	 -0.0041	  0.0824	  0.0000
 52.3674	 69.3182	  0.0013	  0.0834	  0.0000
 53.3144	 69.3182	  0.0040	  0.0823	  0.0000
 54.2614	 69.3182	  0.0051	  0.0730	  1.0000
 55.2083	 69.3182	  0.0023	  0.0760	  0.0000
 56.1553	 69.3182	  0.0002	  0.0685	  0.0000
 57.1023	 69.3182	 -0.0005	  0.0645	  0.0000
 58.0492	 69.3182	 -0.0043	  0.0730	  0.0000
 58.9962	 69.3182	 -0.0108	  0.0664	  0.0000
 59.9432	 69.3182	 -0.0155	  0.0595	  0.0000
 60.8902	 69.3182	 -0.0208	  0.0671	  0.0000
 61.8371	 69.3182	 -0.0554	  0.0809	  0.0000
 62.7841	 69.3182	 -0.0457	  0.0695	  1.0000
 63.7311	 69.3182	 -0.0526	  0.0794	  0.0000
 64.6780	 69.3182	 -0.0802	  0.0813	  0.0000
 65.6250	 69.3182	 -0.0751	  0.0745	  0.0000
 66.5720	 69.3182	 -0.0840	  0.0762	  0.0000
 67.5189	 69.3182	 -0.0931	  0.0753	  0.0000
 68.4659	 69.3182	 -0.0904	  0.0723	  0.0000
 69.4129	 69.3182	 -0.0877	  0.0793	  0.0000
 70.3598	 69.3182	 -0.0942	  0.0696	  1.0000
 71.3068	 69.3182	 -0.1004	  0.0666	  0.0000
 72.2538	 69.3182	 -0.0962	  0.0747	  0.0000
 73.2008	 69.3182	 -0.1110	  0.0701	  1.0000
 74.1477	 69.3182	 -0.1213	  0.0696	  1.0000
 75.0947	 69.3182	 -0.1456	  0.0719	  0.0000
 76.0417	 69.3182	 -0.1473	  0.0654	  0.0000
 76.9886	 69.3182	 -0.1642	  0.0538	  0.0000
 77.9356	 69.3182	 -0.1780	  0.0678	  0.0000
 78.8826	 69.3182	 -0.1664	  0.0775	  0.0000
 79.8295	 69.3182	 -0.1880	  0.0737	  0.0000
 80.7765	 69.3182	 -0.1806	  0.0705	  0.0000
 81.7235	 69.3182	 -0.1951	  0.0868	  0.0000
 82.6705	 69.3182	 -0.2235	  0.0634	  0.0000
 83.6174	 69.3182	 -0.2589	  0.0778	  1.0000
 84.5644	 69.3182	 -0.2858	  0.0823	  0.0000
 85.5114	 69.3182	 -0.3039	  0.0742	  0.0000
 86.4583	 69.3182	 -0.3688	  0.0803	  0.0000
 87.4053	 69.3182	 -0.3745	  0.0802	  0.0000
 88.3523	 69.3182	 -0.2350	  0.0797	  1.0000
 89.2992	 69.3182	 -0.1936	  0.0797	  1.0000
 90.2462	 69.3182	 -0.1463	  0.0793	  1.0000
 91.1932	 69.3182	 -0.0316	  0.0686	  0.0000
 92.1402	 69.3182	 -0.0127	  0.0710	  0.0000
 93.0871	 69.3182	  0.0015	  0.0796	  0.0000
 94.0341	 69.3182	  0.0053	  0.0853	  0.0000
 94.9811	 69.3182	  0.0021	  0.0830	  1.0000
 95.9280	 69.3182	  0.0073	  0.0815	  0.0000
 96.8750	 69.3182	  0.0047	  0.0803	  0.0000
 97.8220	 69.3182	  0.0056	  0.0822	  0.0000
 98.7689	 69.3182	  0.0045	  0.0852	  0.0000
  1.2311	 68.3712	 -0.0002	  0.0778	  1.0000
  2.1780	 68.3712	 -0.0015	  0.0791	  0.0000
  3.1250	 68.3712	 -0.0001	  0.0786	  1.0000
  4.0720	 68.3712	  0.0000	  0.0789	  1.0000
  5.0189	 68.3712	  0.0002	  0.0789	  1.0000
  5.9659	 68.3712	  0.0013	  0.0784	  0.0000
  6.9129	 68.3712	  0.0005	  0.0784	  0.0000
  7.8598	 68.3712	  0.0007	  0.0803	  1.0000
  8.8068	 68.3712	  0.0006	  0.0808	  0.0000
  9.7538	 68.3712	  0.0025	  0.0770	  0.0000
 10.7008	 68.3712	  0.0029	  0.0818	  0.0000
 11.6477	 68.3712	  0.0026	  0.0720	  0.0000
 12.5947	 68.3712	  0.0009	  0.0784	  0.0000
 13.5417	 68.3712	 -0.0001	  0.0874	  0.0000
 14.4886	 68.3712	  0.0045	  0.0785	  1.0000
 15.4356	 68.3712	  0.0108	  0.0784	  1.0000
 16.3826	 68.3712	  0.0250	  0.0773	  1.0000
 17.3295	 68.3712	  0.0090	  0.0820	  0.0000
 18.2765	 68.3712	  0.0252	  0.0789	  0.0000
 19.2235	 68.3712	  0.1847	  0.0558	  1.0000
 20.1705	 68.3712	  0.2490	  0.0461	  1.0000
 21.1174	 68.3712	  0.3038	  0.0379	  1.0000
 22.0644	 68.3712	  0.5011	  0.0228	  0.0000
 23.0114	 68.3712	  0.4661	  0.0118	  0.0000
 23.9583	 68.3712	  0.4033	  0.0196	  0.0000
 24.9053	 68.3712	  0.3443	  0.0157	  0.0000
 25.8523	 68.3712	  0.3248	  0.0331	  1.0000
 26.7992	 68.3712	  0.2771	  0.0382	  0.0000
 27.7462	 68.3712	  0.2696	  0.0375	  0.0000
 28.6932	 68.3712	  0.2387	  0.0438	  0.0000
 29.6402	 68.3712	  0.1851	  0.0565	  0.0000
 30.5871	 68.3712	  0.1864	  0.0646	  0.0000
 31.5341	 68.3712	  0.1738	  0.0594	  0.0000
 32.4811	 68.3712	  0.1721	  0.0653	  0.0000
 33.4280	 68.3712	  0.1488	  0.0602	  0.0000
 34.3750	 68.3712	  0.1343	  0.0631	  1.0000
 35.3220	 68.3712	  0.1130	  0.0666	  0.0000
 36.2689	 68.3712	  0.0947	  0.0775	  0.0000
 37.2159	 68.3712	  0.0915	  0.0669	  0.0000
 38.1629	 68.3712	  0.0976	  0.0673	  0.0000
 39.1098	 68.3712	  0.0909	  0.0662	  1.0000
 40.0568	 68.3712	  0.0883	  0.0652	  1.0000
 41.0038	 68.3712	  0.0732	  0.0698	  0.0000
 41.9508	 68.3712	  0.0860	  0.0636	  0.0000
 42.8977	 68.3712	  0.0829	  0.0713	  0.0000
 43.8447	 68.3712	  0.0743	  0.0740	  0.0000
 44.7917	 68.3712	  0.0714	  0.0740	  0.0000
 45.7386	 68.3712	  0.0573	  0.0777	  0.0000
 46.6856	 68.3712	  0.0417	  0.0704	  1.0000
 47.6326	 68.3712	  0.0232	  0.0572	  0.0000
 48.5795	 68.3712	  0.0159	  0.0573	  0.0000
 49.5265	 68.3712	  0.0159	  0.0589	  0.0000
 50.4735	 68.3712	  0.0051	  0.0683	  0.0000
 51.4205	 68.3712	 -0.0043	  0.0815	  0.0000
 52.3674	 68.3712	  0.0006	  0.0698	  0.0000
 53.3144	 68.3712	  0.0202	  0.0819	  0.0000
 54.2614	 68.3712	  0.0272	  0.0892	  0.0000
 55.2083	 68.3712	  0.0112	  0.0799	  0.0000
 56.1553	 68.3712	  0.0014	  0.0760	  0.0000
 57.1023	 68.3712	 -0.0041	  0.0712	  0.0000
 58.0492	 68.3712	 -0.0069	  0.0732	  0.0000
 58.9962	 68.3712	 -0.0142	  0.0680	  0.0000
 59.9432	 68.3712	 -0.0173	  0.0620	  0.0000
 60.8902	 68.3712	 -0.0095	  0.0627	  0.0000
 61.8371	 68.3712	 -0.0388	  0.0733	  0.0000
 62.7841	 68.3712	 -0.0649	  0.0771	  0.0000
 63.7311	 68.3712	 -0.0552	  0.0742	  1.0000
 64.6780	 68.3712	 -0.0832	  0.0797	  0.0000
 65.6250	 68.3712	 -0.0828	  0.0731	  0.0000
 66.5720	 68.3712	 -0.0855	  0.0718	  0.0000
 67.5189	 68.3712	 -0.0850	  0.0790	  0.0000
 68.4659	 68.3712	 -0.0890	  0.0781	  0.0000
 69.4129	 68.3712	 -0.0761	  0.0809	  0.0000
 70.3598	 68.3712	 -0.0825	  0.0866	  0.0000
 71.3068	 68.3712	 -0.0987	  0.0852	  0.0000
 72.2538	 68.3712	 -0.1022	  0.0751	  0.0000
 73.2008	 68.3712	 -0.1077	  0.0772	  0.0000
 74.1477	 68.3712	 -0.1214	  0.0816	  0.0000
 75.0947	 68.3712	 -0.1499	  0.0848	  0.0000
 76.0417	 68.3712	 -0.1442	  0.0760	  1.0000
 76.9886	 68.3712	 -0.1663	  0.0774	  0.0000
 77.9356	 68.3712	 -0.1732	  0.0819	  0.0000
 78.8826	 68.3712	 -0.1764	  0.0881	  0.0000
 79.8295	 68.3712	 -0.1855	  0.0815	  0.0000
 80.7765	 68.3712	 -0.1796	  0.0817	  0.0000
 81.7235	 68.3712	 -0.2212	  0.0802	  1.0000
 82.6705	 68.3712	 -0.2488	  0.0793	  0.0000
 83.6174	 68.3712	 -0.2656	  0.0887	  0.0000
 84.5644	 68.3712	 -0.2826	  0.0923	  0.0000
 85.5114	 68.3712	 -0.3053	  0.0814	  0.0000
 86.4583	 68.3712	 -0.3783	  0.0877	  0.0000
 87.4053	 68.3712	 -0.3881	  0.0885	  0.0000
 88.3523	 68.3712	 -0.3856	  0.0807	  0.0000
 89.2992	 68.3712	 -0.1970	  0.0831	  1.0000
 90.2462	 68.3712	 -0.1481	  0.0822	  1.0000
 91.1932	 68.3712	 -0.0473	  0.0885	  0.0000
 92.1402	 68.3712	 -0.0049	  0.0747	  0.0000
 93.0871	 68.3712	  0.0018	  0.0783	  0.0000
 94.0341	 68.3712	  0.0030	  0.0876	  0.0000
 94.9811	 68.3712	  0.0021	  0.0859	  0.0000
 95.9280	 68.3712	  0.0047	  0.0840	  1.0000
 96.8750	 68.3712	  0.0075	  0.0882	  0.0000
 97.8220	 68.3712	  0.0074	  0.0854	  0.0000
 98.7689	 68.3712	  0.0052	  0.0830	  0.0000
  1.2311	 67.4242	 -0.0017	  0.0724	  0.0000
  2.1780	 67.4242	 -0.0003	  0.0780	  1.0000
  3.1250	 67.4242	 -0.0001	  0.0786	  1.0000
  4.0720	 67.4242	  0.0033	  0.0862	  0.0000
  5.0189	 67.4242	  0.0001	  0.0787	  1.0000
  5.9659	 67.4242	 -0.0011	  0.0878	  0.0000
  6.9129	 67.4242	  0.0005	  0.0862	  0.0000
  7.8598	 67.4242	  0.0004	  0.0810	  0.0000
  8.8068	 67.4242	  0.0010	  0.0795	  1.0000
  9.7538	 67.4242	  0.0021	  0.0865	  0.0000
 10.7008	 67.4242	  0.0035	  0.0733	  0.0000
 11.6477	 67.4242	  0.0033	  0.0684	  0.0000
 12.5947	 67.4242	  0.0015	  0.0796	  0.0000
 13.5417	 67.4242	  0.0019	  0.0756	  0.0000
 14.4886	 67.4242	  0.0049	  0.0777	  1.0000
 15.4356	 67.4242	  0.0014	  0.0766	  0.0000
 16.3826	 67.4242	  0.0048	  0.0759	  0.0000
 17.3295	 67.4242	  0.0116	  0.0691	  0.0000
 18.2765	 67.4242	  0.0276	  0.0698	  0.0000
 19.2235	 67.4242	  0.0959	  0.0763	  0.0000
 20.1705	 67.4242	  0.2512	  0.0505	  1.0000
 21.1174	 67.4242	  0.3050	  0.0438	  1.0000
 22.0644	 67.4242	  0.5202	  0.0113	  0.0000
 23.0114	 67.4242	  0.4321	  0.0171	  0.0000
 23.9583	 67.4242	  0.3908	  0.0316	  0.0000
 24.9053	 67.4242	  0.3579	  0.0244	  0.0000
 25.8523	 67.4242	  0.2976	  0.0492	  0.0000
 26.7992	 67.4242	  0.2742	  0.0567	  0.0000
 27.7462	 67.4242	  0.2639	  0.0535	  0.0000
 28.6932	 67.4242	  0.2174	  0.0715	  0.0000
 29.6402	 67.4242	  0.1904	  0.0760	  0.0000
 30.5871	 67.4242	  0.1785	  0.0696	  0.0000
 31.5341	 67.4242	  0.1802	  0.0497	  0.0000
 32.4811	 67.4242	  0.1633	  0.0575	  0.0000
 33.4280	 67.4242	  0.1533	  0.0725	  0.0000
 34.3750	 67.4242	  0.1122	  0.0792	  0.0000
 35.3220	 67.4242	  0.1092	  0.0694	  0.0000
 36.2689	 67.4242	  0.0946	  0.0697	  0.0000
 37.2159	 67.4242	  0.0933	  0.0732	  0.0000
 38.1629	 67.4242	  0.0970	  0.0724	  0.0000
 39.1098	 67.4242	  0.0863	  0.0693	  0.0000
 40.0568	 67.4242	  0.0918	  0.0791	  0.0000
 41.0038	 67.4242	  0.0862	  0.0597	  0.0000
 41.9508	 67.4242	  0.0854	  0.0530	  0.0000
 42.8977	 67.4242	  0.0791	  0.0550	  0.0000
 43.8447	 67.4242	  0.0703	  0.0670	  0.0000
 44.7917	 67.4242	  0.0677	  0.0786	  0.0000
 45.7386	 67.4242	  0.0626	  0.0844	  0.0000
 46.6856	 67.4242	  0.0492	  0.0805	  0.0000
 47.6326	 67.4242	  0.0344	  0.0724	  0.0000
 48.5795	 67.4242	  0.0100	  0.0715	  0.0000
 49.5265	 67.4242	  0.0124	  0.0687	  0.0000
 50.4735	 67.4242	 -0.0032	  0.0665	  0.0000
 51.4205	 67.4242	 -0.0060	  0.0856	  0.0000
 52.3674	 67.4242	  0.0050	  0.0878	  0.0000
 53.3144	 67.4242	  0.0224	  0.0915	  0.0000
 54.2614	 67.4242	  0.0426	  0.0927	  0.0000
 55.2083	 67.4242	  0.0122	  0.0870	  0.0000
 56.1553	 67.4242	 -0.0012	  0.0860	  0.0000
 57.1023	 67.4242	 -0.0025	  0.0873	  0.0000
 58.0492	 67.4242	 -0.0021	  0.0880	  0.0000
 58.9962	 67.4242	 -0.0114	  0.0802	  0.0000
 59.9432	 67.4242	 -0.0164	  0.0818	  0.0000
 60.8902	 67.4242	 -0.0150	  0.0807	  0.0000
 61.8371	 67.4242	 -0.0375	  0.0781	  1.0000
 62.7841	 67.4242	 -0.0493	  0.0772	  0.0000
 63.7311	 67.4242	 -0.0707	  0.0822	  0.0000
 64.6780	 67.4242	 -0.0648	  0.0790	  1.0000
 65.6250	 67.4242	 -0.0703	  0.0860	  0.0000
 66.5720	 67.4242	 -0.0838	  0.0716	  0.0000
 67.5189	 67.4242	 -0.0744	  0.0692	  0.0000
 68.4659	 67.4242	 -0.0874	  0.0631	  0.0000
 69.4129	 67.4242	 -0.0908	  0.0784	  1.0000
 70.3598	 67.4242	 -0.0910	  0.0786	  0.0000
 71.3068	 67.4242	 -0.0911	  0.0799	  0.0000
 72.2538	 67.4242	 -0.1130	  0.0785	  0.0000
 73.2008	 67.4242	 -0.1117	  0.0845	  0.0000
 74.1477	 67.4242	 -0.1147	  0.0856	  0.0000
 75.0947	 67.4242	 -0.1168	  0.0721	  0.0000
 76.0417	 67.4242	 -0.1705	  0.0639	  0.0000
 76.9886	 67.4242	 -0.1671	  0.0824	  0.0000
 77.9356	 67.4242	 -0.1628	  0.0885	  0.0000
 78.8826	 67.4242	 -0.1786	  0.0822	  1.0000
 79.8295	 67.4242	 -0.1814	  0.0795	  0.0000
 80.7765	 67.4242	 -0.1876	  0.0852	  0.0000
 81.7235	 67.4242	 -0.2110	  0.0940	  0.0000
 82.6705	 67.4242	 -0.2399	  0.0851	  1.0000
 83.6174	 67.4242	 -0.2756	  0.0872	  0.0000
 84.5644	 67.4242	 -0.2761	  0.0902	  0.0000
 85.5114	 67.4242	 -0.3030	  0.0931	  0.0000
 86.4583	 67.4242	 -0.3635	  0.1148	  0.0000
 87.4053	 67.4242	 -0.2768	  0.0875	  1.0000
 88.3523	 67.4242	 -0.3857	  0.0769	  0.0000
 89.2992	 67.4242	 -0.2027	  0.0860	  1.0000
 90.2462	 67.4242	 -0.1521	  0.0845	  1.0000
 91.1932	 67.4242	 -0.0584	  0.0804	  0.0000
 92.1402	 67.4242	 -0.0068	  0.0828	  0.0000
 93.0871	 67.4242	 -0.0004	  0.0768	  0.0000
 94.0341	 67.4242	  0.0030	  0.0810	  0.0000
 94.9811	 67.4242	  0.0020	  0.0834	  1.0000
 95.9280	 67.4242	  0.0046	  0.0836	  1.0000
 96.8750	 67.4242	  0.0097	  0.0839	  0.0000
 97.8220	 67.4242	  0.0084	  0.0864	  0.0000
 98.7689	 67.4242	  0.0057	  0.0869	  0.0000
  1.2311	 66.4773	 -0.0003	  0.0782	  1.0000
  2.1780	 66.4773	 -0.0022	  0.0750	  0.0000
  3.1250	 66.4773	 -0.0002	  0.0786	  1.0000
  4.0720	 66.4773	 -0.0001	  0.0787	  1.0000
  5.0189	 66.4773	 -0.0001	  0.0780	  1.0000
  5.9659	 66.4773	  0.0002	  0.0776	  1.0000
  6.9129	 66.4773	  0.0012	  0.0856	  0.0000
  7.8598	 66.4773	  0.0025	  0.0818	  0.0000
  8.8068	 66.4773	  0.0033	  0.0759	  0.0000
  9.7538	 66.4773	  0.0004	  0.0765	  0.0000
 10.7008	 66.4773	  0.0023	  0.0861	  0.0000
 11.6477	 66.4773	  0.0025	  0.0811	  0.0000
 12.5947	 66.4773	  0.0021	  0.0773	  0.0000
 13.5417	 66.4773	  0.0048	  0.0785	  1.0000
 14.4886	 66.4773	  0.0074	  0.0780	  1.0000
 15.4356	 66.4773	  0.0148	  0.0773	  1.0000
 16.3826	 66.4773	  0.0042	  0.0812	  0.0000
 17.3295	 66.4773	  0.0137	  0.0796	  0.0000
 18.2765	 66.4773	  0.0443	  0.0848	  0.0000
 19.2235	 66.4773	  0.1088	  0.0916	  0.0000
 20.1705	 66.4773	  0.2604	  0.0526	  1.0000
 21.1174	 66.4773	  0.5030	  0.0181	  0.0000
 22.0644	 66.4773	  0.3518	  0.0437	  1.0000
 23.0114	 66.4773	  0.4160	  0.0378	  0.0000
 23.9583	 66.4773	  0.3821	  0.0452	  0.0000
 24.9053	 66.4773	  0.3179	  0.0606	  0.0000
