# x	y	u	v	mask
  1.2311	 95.8333	  0.0002	  0.0773	  1.0000
  2.1780	 95.8333	 -0.0012	  0.0744	  0.0000
  3.1250	 95.8333	  0.0020	  0.0705	  0.0000
  4.0720	 95.8333	 -0.0000	  0.0768	  1.0000
  5.0189	 95.8333	  0.0000	  0.0768	  1.0000
  5.9659	 95.8333	  0.0002	  0.0832	  0.0000
  6.9129	 95.8333	  0.0003	  0.0818	  0.0000
  7.8598	 95.8333	  0.0009	  0.0863	  0.0000
  8.8068	 95.8333	  0.0004	  0.0770	  0.0000
  9.7538	 95.8333	  0.0032	  0.0776	  0.0000
 10.7008	 95.8333	  0.0013	  0.0844	  0.0000
 11.6477	 95.8333	  0.0004	  0.0901	  0.0000
 12.5947	 95.8333	  0.0006	  0.0827	  1.0000
 13.5417	 95.8333	  0.0035	  0.0879	  0.0000
 14.4886	 95.8333	  0.0014	  0.0877	  0.0000
 15.4356	 95.8333	  0.0013	  0.0886	  0.0000
 16.3826	 95.8333	  0.0008	  0.0835	  1.0000
 17.3295	 95.8333	  0.0018	  0.0804	  0.0000
 18.2765	 95.8333	  0.0014	  0.0819	  1.0000
 19.2235	 95.8333	  0.0021	  0.0814	  1.0000
 20.1705	 95.8333	  0.0019	  0.0778	  0.0000
 21.1174	 95.8333	  0.0015	  0.0808	  0.0000
 22.0644	 95.8333	  0.0160	  0.0775	  1.0000
 23.0114	 95.8333	  0.0097	  0.0813	  0.0000
 23.9583	 95.8333	  0.0188	  0.0799	  0.0000
 24.9053	 95.8333	  0.0541	  0.0646	  0.0000
 25.8523	 95.8333	  0.0858	  0.0617	  0.0000
 26.7992	 95.8333	  0.1254	  0.0706	  0.0000
 27.7462	 95.8333	  0.1616	  0.0605	  0.0000
 28.6932	 95.8333	  0.1989	  0.0687	  0.0000
 29.6402	 95.8333	  0.2827	  0.0397	  0.0000
 30.5871	 95.8333	  0.3780	  0.0017	  0.0000
 31.5341	 95.8333	  0.3863	 -0.0186	  0.0000
 32.4811	 95.8333	  0.3619	 -0.0133	  0.0000
 33.4280	 95.8333	  0.3421	 -0.0145	  0.0000
 34.3750	 95.8333	  0.2628	 -0.0018	  0.0000
 35.3220	 95.8333	  0.2699	  0.0002	  0.0000
 36.2689	 95.8333	  0.2104	 -0.0022	  0.0000
 37.2159	 95.8333	  0.2029	  0.0056	  0.0000
 38.1629	 95.8333	  0.1770	  0.0066	  0.0000
 39.1098	 95.8333	  0.1698	  0.0104	  0.0000
 40.0568	 95.8333	  0.1574	  0.0125	  0.0000
 41.0038	 95.8333	  0.1257	  0.0095	  1.0000
 41.9508	 95.8333	  0.1134	  0.0110	  1.0000
 42.8977	 95.8333	  0.1007	  0.0216	  0.0000
 43.8447	 95.8333	  0.0922	  0.0126	  1.0000
 44.7917	 95.8333	  0.0848	  0.0140	  1.0000
 45.7386	 95.8333	  0.0763	  0.0147	  1.0000
 46.6856	 95.8333	  0.0665	  0.0159	  1.0000
 47.6326	 95.8333	  0.0840	  0.0247	  0.0000
 48.5795	 95.8333	  0.0365	  0.0199	  0.0000
 49.5265	 95.8333	  0.0261	  0.0315	  0.0000
 50.4735	 95.8333	  0.0277	  0.0219	  1.0000
 51.4205	 95.8333	  0.0147	  0.0295	  0.0000
 52.3674	 95.8333	  0.0096	  0.0314	  0.0000
 53.3144	 95.8333	  0.0041	  0.0287	  0.0000
 54.2614	 95.8333	  0.0032	  0.0217	  1.0000
 55.2083	 95.8333	 -0.0010	  0.0208	  1.0000
 56.1553	 95.8333	 -0.0063	  0.0197	  1.0000
 57.1023	 95.8333	 -0.0134	  0.0190	  1.0000
 58.0492	 95.8333	 -0.0203	  0.0294	  0.0000
 58.9962	 95.8333	 -0.0335	  0.0180	  1.0000
 59.9432	 95.8333	 -0.0485	  0.0242	  0.0000
 60.8902	 95.8333	 -0.0782	  0.0225	  0.0000
 61.8371	 95.8333	 -0.0902	  0.0219	  0.0000
 62.7841	 95.8333	 -0.0889	  0.0153	  0.0000
 63.7311	 95.8333	 -0.0982	  0.0159	  0.0000
 64.6780	 95.8333	 -0.0915	  0.0174	  0.0000
 65.6250	 95.8333	 -0.0949	  0.0100	  1.0000
 66.5720	 95.8333	 -0.1060	  0.0194	  0.0000
 67.5189	 95.8333	 -0.0966	  0.0108	  0.0000
 68.4659	 95.8333	 -0.0921	  0.0085	  0.0000
 69.4129	 95.8333	 -0.0832	  0.0059	  0.0000
 70.3598	 95.8333	 -0.0994	  0.0122	  0.0000
 71.3068	 95.8333	 -0.1077	  0.0150	  0.0000
 72.2538	 95.8333	 -0.1120	  0.0161	  0.0000
 73.2008	 95.8333	 -0.1051	  0.0144	  0.0000
 74.1477	 95.8333	 -0.1168	  0.0096	  1.0000
 75.0947	 95.8333	 -0.1086	  0.0147	  0.0000
 76.0417	 95.8333	 -0.1227	  0.0140	  0.0000
 76.9886	 95.8333	 -0.1508	  0.0020	  0.0000
 77.9356	 95.8333	 -0.1706	  0.0047	  0.0000
 78.8826	 95.8333	 -0.1932	  0.0018	  1.0000
 79.8295	 95.8333	 -0.2152	 -0.0000	  1.0000
 80.7765	 95.8333	 -0.2699	 -0.0059	  0.0000
 81.7235	 95.8333	 -0.2732	 -0.0065	  0.0000
 82.6705	 95.8333	 -0.2727	 -0.0007	  0.0000
 83.6174	 95.8333	 -0.2436	 -0.0070	  0.0000
 84.5644	 95.8333	 -0.1201	  0.0438	  0.0000
 85.5114	 95.8333	 -0.0796	  0.0652	  0.0000
 86.4583	 95.8333	 -0.0610	  0.0807	  0.0000
 87.4053	 95.8333	 -0.0219	  0.0871	  0.0000
 88.3523	 95.8333	 -0.0076	  0.0835	  0.0000
 89.2992	 95.8333	 -0.0037	  0.0899	  0.0000
 90.2462	 95.8333	  0.0014	  0.0891	  0.0000
 91.1932	 95.8333	  0.0014	  0.0845	  0.0000
 92.1402	 95.8333	  0.0007	  0.0894	  0.0000
 93.0871	 95.8333	  0.0047	  0.0932	  0.0000
 94.0341	 95.8333	  0.0043	  0.0865	  1.0000
 94.9811	 95.8333	  0.0058	  0.0909	  0.0000
 95.9280	 95.8333	  0.0058	  0.0838	  1.0000
 96.8750	 95.8333	  0.0049	  0.0840	  0.0000
 97.8220	 95.8333	  0.0061	  0.0833	  0.0000
 98.7689	 95.8333	  0.0079	  0.0761	  0.0000
  1.2311	 94.8864	  0.0014	  0.0779	  0.0000
  2.1780	 94.8864	  0.0011	  0.0782	  0.0000
  3.1250	 94.8864	  0.0014	  0.0748	  0.0000
  4.0720	 94.8864	 -0.0007	  0.0744	  0.0000
  5.0189	 94.8864	 -0.0008	  0.0703	  0.0000
  5.9659	 94.8864	 -0.0003	  0.0664	  0.0000
  6.9129	 94.8864	  0.0010	  0.0791	  0.0000
  7.8598	 94.8864	  0.0012	  0.0840	  0.0000
  8.8068	 94.8864	 -0.0000	  0.0745	  0.0000
  9.7538	 94.8864	  0.0005	  0.0738	  0.0000
 10.7008	 94.8864	  0.0004	  0.0802	  1.0000
 11.6477	 94.8864	  0.0002	  0.0813	  1.0000
 12.5947	 94.8864	  0.0009	  0.0892	  0.0000
 13.5417	 94.8864	  0.0008	  0.0902	  0.0000
 14.4886	 94.8864	  0.0002	  0.0840	  1.0000
 15.4356	 94.8864	  0.0014	  0.0758	  0.0000
 16.3826	 94.8864	  0.0004	  0.0786	  0.0000
 17.3295	 94.8864	  0.0008	  0.0818	  1.0000
 18.2765	 94.8864	  0.0006	  0.0866	  0.0000
 19.2235	 94.8864	  0.0009	  0.0892	  0.0000
 20.1705	 94.8864	  0.0032	  0.0890	  0.0000
 21.1174	 94.8864	  0.0081	  0.0788	  1.0000
 22.0644	 94.8864	  0.0047	  0.0712	  0.0000
 23.0114	 94.8864	  0.0105	  0.0722	  0.0000
 23.9583	 94.8864	  0.0213	  0.0797	  0.0000
 24.9053	 94.8864	  0.0698	  0.0813	  0.0000
 25.8523	 94.8864	  0.0960	  0.0819	  0.0000
 26.7992	 94.8864	  0.1550	  0.0461	  1.0000
 27.7462	 94.8864	  0.2050	  0.0314	  1.0000
 28.6932	 94.8864	  0.2189	  0.0404	  0.0000
 29.6402	 94.8864	  0.2487	  0.0117	  0.0000
 30.5871	 94.8864	  0.3118	 -0.0070	  1.0000
 31.5341	 94.8864	  0.3920	 -0.0137	  0.0000
 32.4811	 94.8864	  0.3740	 -0.0205	  0.0000
 33.4280	 94.8864	  0.3058	 -0.0197	  1.0000
 34.3750	 94.8864	  0.2660	 -0.0089	  0.0000
 35.3220	 94.8864	  0.2675	 -0.0071	  0.0000
 36.2689	 94.8864	  0.2142	 -0.0042	  0.0000
 37.2159	 94.8864	  0.1876	  0.0037	  0.0000
 38.1629	 94.8864	  0.1609	 -0.0004	  0.0000
 39.1098	 94.8864	  0.1489	  0.0096	  0.0000
 40.0568	 94.8864	  0.1369	  0.0103	  0.0000
 41.0038	 94.8864	  0.1062	  0.0073	  0.0000
 41.9508	 94.8864	  0.1021	  0.0135	  0.0000
 42.8977	 94.8864	  0.1001	  0.0153	  0.0000
 43.8447	 94.8864	  0.0921	  0.0169	  0.0000
 44.7917	 94.8864	  0.0845	  0.0134	  1.0000
 45.7386	 94.8864	  0.0813	  0.0159	  0.0000
 46.6856	 94.8864	  0.0696	  0.0182	  0.0000
 47.6326	 94.8864	  0.0727	  0.0203	  0.0000
 48.5795	 94.8864	  0.0484	  0.0146	  0.0000
 49.5265	 94.8864	  0.0316	  0.0194	  0.0000
 50.4735	 94.8864	  0.0244	  0.0235	  0.0000
 51.4205	 94.8864	  0.0177	  0.0219	  0.0000
 52.3674	 94.8864	  0.0105	  0.0247	  0.0000
 53.3144	 94.8864	  0.0073	  0.0215	  1.0000
 54.2614	 94.8864	  0.0030	  0.0212	  1.0000
 55.2083	 94.8864	  0.0008	  0.0228	  0.0000
 56.1553	 94.8864	 -0.0002	  0.0236	  0.0000
 57.1023	 94.8864	 -0.0068	  0.0208	  0.0000
 58.0492	 94.8864	 -0.0124	  0.0206	  0.0000
 58.9962	 94.8864	 -0.0217	  0.0238	  0.0000
 59.9432	 94.8864	 -0.0281	  0.0223	  0.0000
 60.8902	 94.8864	 -0.0748	  0.0204	  0.0000
 61.8371	 94.8864	 -0.0680	  0.0144	  1.0000
 62.7841	 94.8864	 -0.0883	  0.0117	  0.0000
 63.7311	 94.8864	 -0.0958	  0.0090	  0.0000
 64.6780	 94.8864	 -0.0907	  0.0146	  0.0000
 65.6250	 94.8864	 -0.0945	  0.0095	  1.0000
 66.5720	 94.8864	 -0.1002	  0.0086	  0.0000
 67.5189	 94.8864	 -0.0921	  0.0066	  0.0000
 68.4659	 94.8864	 -0.0945	  0.0071	  0.0000
 69.4129	 94.8864	 -0.0815	  0.0064	  0.0000
 70.3598	 94.8864	 -0.0928	  0.0104	  0.0000
 71.3068	 94.8864	 -0.0985	  0.0102	  0.0000
 72.2538	 94.8864	 -0.1070	  0.0124	  0.0000
 73.2008	 94.8864	 -0.1066	  0.0160	  0.0000
 74.1477	 94.8864	 -0.0990	  0.0196	  0.0000
 75.0947	 94.8864	 -0.1142	  0.0151	  0.0000
 76.0417	 94.8864	 -0.1226	  0.0095	  0.0000
 76.9886	 94.8864	 -0.1296	  0.0023	  0.0000
 77.9356	 94.8864	 -0.1732	  0.0060	  0.0000
 78.8826	 94.8864	 -0.1835	  0.0058	  0.0000
 79.8295	 94.8864	 -0.2030	  0.0031	  0.0000
 80.7765	 94.8864	 -0.2655	 -0.0071	  0.0000
 81.7235	 94.8864	 -0.2815	 -0.0087	  0.0000
 82.6705	 94.8864	 -0.2793	 -0.0023	  0.0000
 83.6174	 94.8864	 -0.2674	 -0.0056	  0.0000
 84.5644	 94.8864	 -0.1151	  0.0509	  0.0000
 85.5114	 94.8864	 -0.0946	  0.0687	  0.0000
 86.4583	 94.8864	 -0.0662	  0.0753	  0.0000
 87.4053	 94.8864	 -0.0661	  0.0696	  1.0000
 88.3523	 94.8864	 -0.0104	  0.0884	  0.0000
 89.2992	 94.8864	 -0.0062	  0.0883	  0.0000
 90.2462	 94.8864	  0.0008	  0.0824	  0.0000
 91.1932	 94.8864	  0.0005	  0.0875	  0.0000
 92.1402	 94.8864	  0.0021	  0.0895	  0.0000
 93.0871	 94.8864	  0.0048	  0.0848	  0.0000
 94.0341	 94.8864	  0.0071	  0.0853	  0.0000
 94.9811	 94.8864	  0.0052	  0.0857	  1.0000
 95.9280	 94.8864	  0.0058	  0.0848	  1.0000
 96.8750	 94.8864	  0.0089	  0.0776	  0.0000
 97.8220	 94.8864	  0.0046	  0.0732	  0.0000
 98.7689	 94.8864	  0.0061	  0.0823	  1.0000
  1.2311	 93.9394	 -0.0017	  0.0708	  0.0000
  2.1780	 93.9394	  0.0020	  0.0756	  0.0000
  3.1250	 93.9394	  0.0030	  0.0764	  0.0000
  4.0720	 93.9394	 -0.0012	  0.0827	  0.0000
  5.0189	 93.9394	 -0.0023	  0.0789	  0.0000
  5.9659	 93.9394	 -0.0010	  0.0754	  0.0000
  6.9129	 93.9394	 -0.0017	  0.0705	  0.0000
  7.8598	 93.9394	 -0.0019	  0.0598	  0.0000
  8.8068	 93.9394	 -0.0009	  0.0493	  0.0000
  9.7538	 93.9394	  0.0003	  0.0545	  0.0000
 10.7008	 93.9394	  0.0003	  0.0804	  1.0000
 11.6477	 93.9394	  0.0013	  0.0857	  0.0000
 12.5947	 93.9394	  0.0005	  0.0823	  1.0000
 13.5417	 93.9394	 -0.0024	  0.0855	  0.0000
 14.4886	 93.9394	 -0.0007	  0.0867	  0.0000
 15.4356	 93.9394	  0.0010	  0.0884	  0.0000
 16.3826	 93.9394	  0.0001	  0.0886	  0.0000
 17.3295	 93.9394	  0.0009	  0.0898	  0.0000
 18.2765	 93.9394	  0.0014	  0.0799	  0.0000
 19.2235	 93.9394	  0.0021	  0.0720	  0.0000
 20.1705	 93.9394	  0.0043	  0.0735	  0.0000
 21.1174	 93.9394	 -0.0015	  0.0785	  0.0000
 22.0644	 93.9394	  0.0008	  0.0779	  0.0000
 23.0114	 93.9394	  0.0122	  0.0804	  0.0000
 23.9583	 93.9394	  0.0215	  0.0751	  0.0000
 24.9053	 93.9394	  0.0723	  0.0587	  0.0000
 25.8523	 93.9394	  0.0961	  0.0633	  0.0000
 26.7992	 93.9394	  0.0973	  0.0665	  0.0000
 27.7462	 93.9394	  0.1712	  0.0547	  0.0000
 28.6932	 93.9394	  0.2706	 -0.0001	  0.0000
 29.6402	 93.9394	  0.3416	 -0.0080	  0.0000
 30.5871	 93.9394	  0.3681	 -0.0148	  0.0000
 31.5341	 93.9394	  0.3867	 -0.0253	  0.0000
 32.4811	 93.9394	  0.3597	 -0.0378	  0.0000
 33.4280	 93.9394	  0.3019	 -0.0224	  1.0000
 34.3750	 93.9394	  0.2772	 -0.0108	  0.0000
 35.3220	 93.9394	  0.2057	 -0.0103	  0.0000
 36.2689	 93.9394	  0.2130	 -0.0068	  0.0000
 37.2159	 93.9394	  0.1847	 -0.0029	  0.0000
 38.1629	 93.9394	  0.1732	  0.0007	  0.0000
 39.1098	 93.9394	  0.1449	  0.0105	  0.0000
 40.0568	 93.9394	  0.1322	  0.0095	  0.0000
 41.0038	 93.9394	  0.1233	  0.0080	  1.0000
 41.9508	 93.9394	  0.1059	  0.0123	  0.0000
 42.8977	 93.9394	  0.0945	  0.0096	  0.0000
 43.8447	 93.9394	  0.0952	  0.0111	  0.0000
 44.7917	 93.9394	  0.0844	  0.0127	  1.0000
 45.7386	 93.9394	  0.0851	  0.0127	  0.0000
 46.6856	 93.9394	  0.0639	  0.0136	  0.0000
 47.6326	 93.9394	  0.0476	  0.0118	  0.0000
 48.5795	 93.9394	  0.0448	  0.0154	  0.0000
 49.5265	 93.9394	  0.0339	  0.0211	  0.0000
 50.4735	 93.9394	  0.0246	  0.0249	  0.0000
 51.4205	 93.9394	  0.0139	  0.0236	  0.0000
 52.3674	 93.9394	  0.0119	  0.0224	  0.0000
 53.3144	 93.9394	  0.0042	  0.0213	  0.0000
 54.2614	 93.9394	  0.0007	  0.0193	  0.0000
 55.2083	 93.9394	  0.0004	  0.0211	  0.0000
 56.1553	 93.9394	  0.0020	  0.0161	  0.0000
 57.1023	 93.9394	 -0.0026	  0.0135	  0.0000
 58.0492	 93.9394	 -0.0116	  0.0123	  0.0000
 58.9962	 93.9394	 -0.0276	  0.0150	  0.0000
 59.9432	 93.9394	 -0.0393	  0.0213	  0.0000
 60.8902	 93.9394	 -0.0562	  0.0148	  1.0000
 61.8371	 93.9394	 -0.0673	  0.0138	  1.0000
 62.7841	 93.9394	 -0.0879	  0.0128	  0.0000
 63.7311	 93.9394	 -0.0971	  0.0094	  0.0000
 64.6780	 93.9394	 -0.0920	  0.0100	  0.0000
 65.6250	 93.9394	 -0.0997	  0.0098	  0.0000
 66.5720	 93.9394	 -0.1006	  0.0065	  0.0000
 67.5189	 93.9394	 -0.0954	  0.0079	  1.0000
 68.4659	 93.9394	 -0.1041	  0.0044	  0.0000
 69.4129	 93.9394	 -0.0973	  0.0076	  1.0000
 70.3598	 93.9394	 -0.0877	  0.0073	  0.0000
 71.3068	 93.9394	 -0.1006	  0.0083	  1.0000
 72.2538	 93.9394	 -0.1036	  0.0087	  1.0000
 73.2008	 93.9394	 -0.1111	  0.0156	  0.0000
 74.1477	 93.9394	 -0.1164	  0.0080	  1.0000
 75.0947	 93.9394	 -0.1266	  0.0072	  1.0000
 76.0417	 93.9394	 -0.1305	  0.0059	  0.0000
 76.9886	 93.9394	 -0.1599	  0.0037	  0.0000
 77.9356	 93.9394	 -0.1729	  0.0028	  0.0000
 78.8826	 93.9394	 -0.1753	  0.0061	  0.0000
 79.8295	 93.9394	 -0.2120	 -0.0022	  0.0000
 80.7765	 93.9394	 -0.2505	 -0.0067	  0.0000
 81.7235	 93.9394	 -0.2713	 -0.0062	  0.0000
 82.6705	 93.9394	 -0.2833	 -0.0036	  0.0000
 83.6174	 93.9394	 -0.2044	  0.0184	  1.0000
 84.5644	 93.9394	 -0.1783	  0.0297	  1.0000
 85.5114	 93.9394	 -0.1052	  0.0547	  0.0000
 86.4583	 93.9394	 -0.0695	  0.0733	  0.0000
 87.4053	 93.9394	 -0.0715	  0.0681	  1.0000
 88.3523	 93.9394	 -0.0128	  0.0886	  0.0000
 89.2992	 93.9394	 -0.0063	  0.0937	  0.0000
 90.2462	 93.9394	 -0.0010	  0.0898	  0.0000
 91.1932	 93.9394	 -0.0022	  0.0882	  1.0000
 92.1402	 93.9394	 -0.0007	  0.0899	  0.0000
 93.0871	 93.9394	  0.0046	  0.0846	  0.0000
 94.0341	 93.9394	  0.0088	  0.0851	  0.0000
 94.9811	 93.9394	  0.0045	  0.0855	  0.0000
 95.9280	 93.9394	  0.0062	  0.0876	  0.0000
 96.8750	 93.9394	  0.0060	  0.0850	  1.0000
 97.8220	 93.9394	  0.0042	  0.0747	  0.0000
 98.7689	 93.9394	  0.0054	  0.0777	  0.0000
  1.2311	 92.9924	 -0.0015	  0.0837	  0.0000
  2.1780	 92.9924	 -0.0005	  0.0859	  0.0000
  3.1250	 92.9924	 -0.0003	  0.0787	  1.0000
  4.0720	 92.9924	 -0.0003	  0.0789	  1.0000
  5.0189	 92.9924	  0.0027	  0.0752	  0.0000
  5.9659	 92.9924	 -0.0003	  0.0783	  1.0000
  6.9129	 92.9924	 -0.0022	  0.0788	  0.0000
  7.8598	 92.9924	 -0.0001	  0.0788	  1.0000
  8.8068	 92.9924	 -0.0003	  0.0827	  0.0000
  9.7538	 92.9924	 -0.0009	  0.0866	  0.0000
 10.7008	 92.9924	  0.0001	  0.0885	  0.0000
 11.6477	 92.9924	  0.0003	  0.0815	  1.0000
 12.5947	 92.9924	  0.0005	  0.0823	  1.0000
 13.5417	 92.9924	  0.0002	  0.0807	  0.0000
 14.4886	 92.9924	  0.0005	  0.0827	  1.0000
 15.4356	 92.9924	  0.0012	  0.0760	  0.0000
 16.3826	 92.9924	  0.0017	  0.0704	  0.0000
 17.3295	 92.9924	 -0.0021	  0.0825	  0.0000
 18.2765	 92.9924	  0.0009	  0.0879	  0.0000
 19.2235	 92.9924	  0.0015	  0.0901	  0.0000
 20.1705	 92.9924	  0.0013	  0.0822	  0.0000
 21.1174	 92.9924	  0.0001	  0.0798	  0.0000
 22.0644	 92.9924	  0.0048	  0.0883	  0.0000
 23.0114	 92.9924	  0.0121	  0.0853	  0.0000
 23.9583	 92.9924	  0.0247	  0.0662	  0.0000
 24.9053	 92.9924	  0.0685	  0.0570	  0.0000
 25.8523	 92.9924	  0.0945	  0.0588	  0.0000
 26.7992	 92.9924	  0.1183	  0.0588	  0.0000
 27.7462	 92.9924	  0.1798	  0.0630	  0.0000
 28.6932	 92.9924	  0.2640	  0.0032	  1.0000
 29.6402	 92.9924	  0.4300	 -0.0415	  0.0000
 30.5871	 92.9924	  0.4191	 -0.0660	  0.0000
 31.5341	 92.9924	  0.3607	 -0.0405	  0.0000
 32.4811	 92.9924	  0.3533	 -0.0524	  0.0000
 33.4280	 92.9924	  0.2974	 -0.0260	  1.0000
 34.3750	 92.9924	  0.2765	 -0.0196	  0.0000
 35.3220	 92.9924	  0.2414	 -0.0134	  1.0000
 36.2689	 92.9924	  0.2114	 -0.0045	  0.0000
 37.2159	 92.9924	  0.1892	 -0.0067	  0.0000
 38.1629	 92.9924	  0.1705	  0.0002	  1.0000
 39.1098	 92.9924	  0.1669	  0.0089	  0.0000
 40.0568	 92.9924	  0.1302	 -0.0003	  0.0000
 41.0038	 92.9924	  0.1092	  0.0063	  0.0000
 41.9508	 92.9924	  0.0993	  0.0113	  0.0000
 42.8977	 92.9924	  0.0993	  0.0098	  1.0000
 43.8447	 92.9924	  0.0906	  0.0111	  1.0000
 44.7917	 92.9924	  0.0850	  0.0092	  0.0000
 45.7386	 92.9924	  0.0862	  0.0099	  0.0000
 46.6856	 92.9924	  0.0663	  0.0138	  1.0000
 47.6326	 92.9924	  0.0522	  0.0140	  0.0000
 48.5795	 92.9924	  0.0526	  0.0196	  0.0000
 49.5265	 92.9924	  0.0306	  0.0160	  0.0000
 50.4735	 92.9924	  0.0163	  0.0175	  0.0000
 51.4205	 92.9924	  0.0121	  0.0220	  0.0000
 52.3674	 92.9924	  0.0119	  0.0250	  0.0000
 53.3144	 92.9924	  0.0034	  0.0254	  0.0000
 54.2614	 92.9924	  0.0005	  0.0185	  0.0000
 55.2083	 92.9924	 -0.0004	  0.0170	  0.0000
 56.1553	 92.9924	 -0.0001	  0.0176	  0.0000
 57.1023	 92.9924	 -0.0124	  0.0175	  1.0000
 58.0492	 92.9924	 -0.0148	  0.0092	  0.0000
 58.9962	 92.9924	 -0.0208	  0.0164	  0.0000
 59.9432	 92.9924	 -0.0637	  0.0082	  0.0000
 60.8902	 92.9924	 -0.0553	  0.0143	  1.0000
 61.8371	 92.9924	 -0.0664	  0.0132	  1.0000
 62.7841	 92.9924	 -0.0770	  0.0119	  1.0000
 63.7311	 92.9924	 -0.0930	  0.0073	  0.0000
 64.6780	 92.9924	 -0.0921	  0.0077	  0.0000
 65.6250	 92.9924	 -0.1020	  0.0062	  0.0000
 66.5720	 92.9924	 -0.0945	  0.0077	  1.0000
 67.5189	 92.9924	 -0.0993	  0.0064	  0.0000
 68.4659	 92.9924	 -0.0964	  0.0072	  1.0000
 69.4129	 92.9924	 -0.0975	  0.0071	  1.0000
 70.3598	 92.9924	 -0.0888	  0.0036	  0.0000
 71.3068	 92.9924	 -0.1011	  0.0077	  1.0000
 72.2538	 92.9924	 -0.1001	  0.0046	  0.0000
 73.2008	 92.9924	 -0.1036	  0.0079	  0.0000
 74.1477	 92.9924	 -0.1078	  0.0052	  0.0000
 75.0947	 92.9924	 -0.1264	  0.0068	  1.0000
 76.0417	 92.9924	 -0.1348	  0.0025	  0.0000
 76.9886	 92.9924	 -0.1487	  0.0062	  0.0000
 77.9356	 92.9924	 -0.1642	  0.0021	  0.0000
 78.8826	 92.9924	 -0.1793	  0.0035	  0.0000
 79.8295	 92.9924	 -0.1813	  0.0015	  0.0000
 80.7765	 92.9924	 -0.2238	 -0.0013	  0.0000
 81.7235	 92.9924	 -0.2509	  0.0107	  0.0000
 82.6705	 92.9924	 -0.2902	 -0.0116	  0.0000
 83.6174	 92.9924	 -0.2103	  0.0165	  1.0000
 84.5644	 92.9924	 -0.2514	  0.0038	  0.0000
 85.5114	 92.9924	 -0.1514	  0.0398	  1.0000
 86.4583	 92.9924	 -0.1118	  0.0539	  1.0000
 87.4053	 92.9924	 -0.0526	  0.0743	  0.0000
 88.3523	 92.9924	 -0.0459	  0.0756	  1.0000
 89.2992	 92.9924	 -0.0047	  0.0929	  0.0000
 90.2462	 92.9924	  0.0002	  0.0854	  0.0000
 91.1932	 92.9924	  0.0038	  0.0813	  0.0000
 92.1402	 92.9924	  0.0005	  0.0892	  0.0000
 93.0871	 92.9924	  0.0011	  0.0917	  0.0000
 94.0341	 92.9924	  0.0043	  0.0922	  0.0000
 94.9811	 92.9924	  0.0061	  0.0879	  0.0000
 95.9280	 92.9924	  0.0086	  0.0848	  0.0000
 96.8750	 92.9924	  0.0074	  0.0815	  0.0000
 97.8220	 92.9924	  0.0077	  0.0727	  0.0000
 98.7689	 92.9924	  0.0059	  0.0834	  1.0000
  1.2311	 92.0455	 -0.0001	  0.0850	  0.0000
  2.1780	 92.0455	 -0.0020	  0.0846	  0.0000
  3.1250	 92.0455	 -0.0012	  0.0785	  0.0000
  4.0720	 92.0455	  0.0010	  0.0800	  0.0000
  5.0189	 92.0455	 -0.0004	  0.0786	  1.0000
  5.9659	 92.0455	 -0.0005	  0.0782	  1.0000
  6.9129	 92.0455	 -0.0002	  0.0768	  0.0000
  7.8598	 92.0455	  0.0012	  0.0786	  0.0000
  8.8068	 92.0455	  0.0007	  0.0825	  0.0000
  9.7538	 92.0455	  0.0021	  0.0687	  0.0000
 10.7008	 92.0455	  0.0016	  0.0772	  0.0000
 11.6477	 92.0455	  0.0001	  0.0875	  0.0000
 12.5947	 92.0455	  0.0009	  0.0889	  0.0000
 13.5417	 92.0455	 -0.0048	  0.0862	  0.0000
 14.4886	 92.0455	 -0.0050	  0.0848	  0.0000
 15.4356	 92.0455	  0.0002	  0.0888	  0.0000
 16.3826	 92.0455	 -0.0006	  0.0835	  0.0000
 17.3295	 92.0455	 -0.0009	  0.0735	  0.0000
 18.2765	 92.0455	  0.0024	  0.0796	  1.0000
 19.2235	 92.0455	 -0.0021	  0.0663	  0.0000
 20.1705	 92.0455	  0.0020	  0.0705	  0.0000
 21.1174	 92.0455	  0.0034	  0.0738	  0.0000
 22.0644	 92.0455	  0.0221	  0.0766	  1.0000
 23.0114	 92.0455	  0.0125	  0.0789	  0.0000
 23.9583	 92.0455	  0.0596	  0.0676	  1.0000
 24.9053	 92.0455	  0.0786	  0.0799	  0.0000
 25.8523	 92.0455	  0.0957	  0.0552	  0.0000
 26.7992	 92.0455	  0.1562	  0.0233	  0.0000
 27.7462	 92.0455	  0.2186	  0.0260	  0.0000
 28.6932	 92.0455	  0.3167	 -0.0088	  0.0000
 29.6402	 92.0455	  0.3079	 -0.0233	  1.0000
 30.5871	 92.0455	  0.4181	 -0.0590	  0.0000
 31.5341	 92.0455	  0.3653	 -0.0576	  0.0000
 32.4811	 92.0455	  0.3262	 -0.0288	  0.0000
 33.4280	 92.0455	  0.2863	 -0.0269	  0.0000
 34.3750	 92.0455	  0.2600	 -0.0247	  0.0000
 35.3220	 92.0455	  0.2226	 -0.0078	  0.0000
 36.2689	 92.0455	  0.2090	 -0.0045	  0.0000
 37.2159	 92.0455	  0.1910	 -0.0010	  0.0000
 38.1629	 92.0455	  0.1798	  0.0007	  0.0000
 39.1098	 92.0455	  0.1508	  0.0056	  0.0000
 40.0568	 92.0455	  0.1370	  0.0024	  0.0000
